t,x,y,vx,vy,mass_total,P
  2.1270, 15.388909,  5.876318,   7.4034,  -6.1534,  0.150000, 227857.29
  2.1280, 15.396312,  5.870160,   7.4026,  -6.1626,  0.150000, 227857.29
  2.1290, 15.403714,  5.863993,   7.4019,  -6.1718,  0.150000, 227857.29
  2.1300, 15.411116,  5.857816,   7.4012,  -6.1810,  0.150000, 227857.29
  2.1310, 15.418517,  5.851631,   7.4004,  -6.1902,  0.150000, 227857.29
  2.1320, 15.425917,  5.845436,   7.3997,  -6.1993,  0.150000, 227857.29
  2.1330, 15.433316,  5.839232,   7.3990,  -6.2085,  0.150000, 227857.29
  2.1340, 15.440715,  5.833019,   7.3983,  -6.2177,  0.150000, 227857.29
  2.1350, 15.448113,  5.826796,   7.3975,  -6.2269,  0.150000, 227857.29
  2.1360, 15.455510,  5.820565,   7.3968,  -6.2361,  0.150000, 227857.29
  2.1370, 15.462906,  5.814324,   7.3961,  -6.2453,  0.150000, 227857.29
  2.1380, 15.470302,  5.808074,   7.3953,  -6.2545,  0.150000, 227857.29
  2.1390, 15.477697,  5.801815,   7.3946,  -6.2637,  0.150000, 227857.29
  2.1400, 15.485091,  5.795547,   7.3939,  -6.2729,  0.150000, 227857.29
  2.1410, 15.492485,  5.789269,   7.3931,  -6.2821,  0.150000, 227857.29
  2.1420, 15.499877,  5.782983,   7.3924,  -6.2913,  0.150000, 227857.29
  2.1430, 15.507269,  5.776687,   7.3917,  -6.3004,  0.150000, 227857.29
  2.1440, 15.514661,  5.770382,   7.3909,  -6.3096,  0.150000, 227857.29
  2.1450, 15.522051,  5.764068,   7.3902,  -6.3188,  0.150000, 227857.29
  2.1460, 15.529441,  5.757744,   7.3895,  -6.3280,  0.150000, 227857.29
  2.1470, 15.536830,  5.751412,   7.3887,  -6.3372,  0.150000, 227857.29
  2.1480, 15.544219,  5.745070,   7.3880,  -6.3463,  0.150000, 227857.29
  2.1490, 15.551606,  5.738719,   7.3873,  -6.3555,  0.150000, 227857.29
  2.1500, 15.558993,  5.732359,   7.3865,  -6.3647,  0.150000, 227857.29
  2.1510, 15.566379,  5.725990,   7.3858,  -6.3739,  0.150000, 227857.29
  2.1520, 15.573765,  5.719611,   7.3851,  -6.3830,  0.150000, 227857.29
  2.1530, 15.581149,  5.713224,   7.3843,  -6.3922,  0.150000, 227857.29
  2.1540, 15.588533,  5.706827,   7.3836,  -6.4014,  0.150000, 227857.29
  2.1550, 15.595917,  5.700421,   7.3829,  -6.4105,  0.150000, 227857.29
  2.1560, 15.603299,  5.694006,   7.3821,  -6.4197,  0.150000, 227857.29
  2.1570, 15.610681,  5.687582,   7.3814,  -6.4289,  0.150000, 227857.29
  2.1580, 15.618062,  5.681148,   7.3806,  -6.4380,  0.150000, 227857.29
  2.1590, 15.625442,  5.674706,   7.3799,  -6.4472,  0.150000, 227857.29
  2.1600, 15.632822,  5.668254,   7.3792,  -6.4564,  0.150000, 227857.29
  2.1610, 15.640201,  5.661793,   7.3784,  -6.4655,  0.150000, 227857.29
  2.1620, 15.647579,  5.655323,   7.3777,  -6.4747,  0.150000, 227857.29
  2.1630, 15.654956,  5.648843,   7.3770,  -6.4838,  0.150000, 227857.29
  2.1640, 15.662332,  5.642355,   7.3762,  -6.4930,  0.150000, 227857.29
  2.1650, 15.669708,  5.635857,   7.3755,  -6.5021,  0.150000, 227857.29
  2.1660, 15.677083,  5.629351,   7.3747,  -6.5113,  0.150000, 227857.29
  2.1670, 15.684458,  5.622835,   7.3740,  -6.5205,  0.150000, 227857.29
  2.1680, 15.691831,  5.616310,   7.3733,  -6.5296,  0.150000, 227857.29
  2.1690, 15.699204,  5.609776,   7.3725,  -6.5388,  0.150000, 227857.29
  2.1700, 15.706576,  5.603232,   7.3718,  -6.5479,  0.150000, 227857.29
  2.1710, 15.713948,  5.596680,   7.3710,  -6.5570,  0.150000, 227857.29
  2.1720, 15.721319,  5.590118,   7.3703,  -6.5662,  0.150000, 227857.29
  2.1730, 15.728688,  5.583547,   7.3695,  -6.5753,  0.150000, 227857.29
  2.1740, 15.736058,  5.576968,   7.3688,  -6.5845,  0.150000, 227857.29
  2.1750, 15.743426,  5.570379,   7.3681,  -6.5936,  0.150000, 227857.29
  2.1760, 15.750794,  5.563780,   7.3673,  -6.6028,  0.150000, 227857.29
  2.1770, 15.758161,  5.557173,   7.3666,  -6.6119,  0.150000, 227857.29
  2.1780, 15.765527,  5.550557,   7.3658,  -6.6210,  0.150000, 227857.29
  2.1790, 15.772892,  5.543931,   7.3651,  -6.6302,  0.150000, 227857.29
  2.1800, 15.780257,  5.537296,   7.3643,  -6.6393,  0.150000, 227857.29
  2.1810, 15.787621,  5.530652,   7.3636,  -6.6485,  0.150000, 227857.29
  2.1820, 15.794984,  5.523999,   7.3628,  -6.6576,  0.150000, 227857.29
  2.1830, 15.802347,  5.517337,   7.3621,  -6.6667,  0.150000, 227857.29
  2.1840, 15.809708,  5.510666,   7.3614,  -6.6758,  0.150000, 227857.29
  2.1850, 15.817069,  5.503985,   7.3606,  -6.6850,  0.150000, 227857.29
  2.1860, 15.824430,  5.497296,   7.3599,  -6.6941,  0.150000, 227857.29
  2.1870, 15.831789,  5.490597,   7.3591,  -6.7032,  0.150000, 227857.29
  2.1880, 15.839148,  5.483889,   7.3584,  -6.7124,  0.150000, 227857.29
  2.1890, 15.846506,  5.477172,   7.3576,  -6.7215,  0.150000, 227857.29
  2.1900, 15.853863,  5.470446,   7.3569,  -6.7306,  0.150000, 227857.29
  2.1910, 15.861220,  5.463711,   7.3561,  -6.7397,  0.150000, 227857.29
  2.1920, 15.868575,  5.456967,   7.3554,  -6.7488,  0.150000, 227857.29
  2.1930, 15.875930,  5.450214,   7.3546,  -6.7580,  0.150000, 227857.29
  2.1940, 15.883285,  5.443451,   7.3539,  -6.7671,  0.150000, 227857.29
  2.1950, 15.890638,  5.436679,   7.3531,  -6.7762,  0.150000, 227857.29
  2.1960, 15.897991,  5.429899,   7.3524,  -6.7853,  0.150000, 227857.29
  2.1970, 15.905343,  5.423109,   7.3516,  -6.7944,  0.150000, 227857.29
  2.1980, 15.912694,  5.416310,   7.3509,  -6.8035,  0.150000, 227857.29
  2.1990, 15.920044,  5.409502,   7.3501,  -6.8127,  0.150000, 227857.29
  2.2000, 15.927394,  5.402684,   7.3494,  -6.8218,  0.150000, 227857.29
  2.2010, 15.934743,  5.395858,   7.3486,  -6.8309,  0.150000, 227857.29
  2.2020, 15.942091,  5.389023,   7.3479,  -6.8400,  0.150000, 227857.29
  2.2030, 15.949439,  5.382178,   7.3471,  -6.8491,  0.150000, 227857.29
  2.2040, 15.956786,  5.375325,   7.3464,  -6.8582,  0.150000, 227857.29
  2.2050, 15.964132,  5.368462,   7.3456,  -6.8673,  0.150000, 227857.29
  2.2060, 15.971477,  5.361590,   7.3448,  -6.8764,  0.150000, 227857.29
  2.2070, 15.978821,  5.354709,   7.3441,  -6.8855,  0.150000, 227857.29
  2.2080, 15.986165,  5.347819,   7.3433,  -6.8946,  0.150000, 227857.29
  2.2090, 15.993508,  5.340920,   7.3426,  -6.9037,  0.150000, 227857.29
  2.2100, 16.000850,  5.334012,   7.3418,  -6.9128,  0.150000, 227857.29
  2.2110, 16.008192,  5.327094,   7.3411,  -6.9219,  0.150000, 227857.29
  2.2120, 16.015532,  5.320168,   7.3403,  -6.9310,  0.150000, 227857.29
  2.2130, 16.022872,  5.313232,   7.3396,  -6.9401,  0.150000, 227857.29
  2.2140, 16.030211,  5.306288,   7.3388,  -6.9492,  0.150000, 227857.29
  2.2150, 16.037550,  5.299334,   7.3380,  -6.9582,  0.150000, 227857.29
  2.2160, 16.044887,  5.292371,   7.3373,  -6.9673,  0.150000, 227857.29
  2.2170, 16.052224,  5.285399,   7.3365,  -6.9764,  0.150000, 227857.29
  2.2180, 16.059561,  5.278418,   7.3358,  -6.9855,  0.150000, 227857.29
  2.2190, 16.066896,  5.271428,   7.3350,  -6.9946,  0.150000, 227857.29
  2.2200, 16.074231,  5.264429,   7.3342,  -7.0037,  0.150000, 227857.29
  2.2210, 16.081564,  5.257421,   7.3335,  -7.0128,  0.150000, 227857.29
  2.2220, 16.088898,  5.250404,   7.3327,  -7.0218,  0.150000, 227857.29
  2.2230, 16.096230,  5.243377,   7.3320,  -7.0309,  0.150000, 227857.29
  2.2240, 16.103561,  5.236342,   7.3312,  -7.0400,  0.150000, 227857.29
  2.2250, 16.110892,  5.229297,   7.3304,  -7.0491,  0.150000, 227857.29
  2.2260, 16.118222,  5.222244,   7.3297,  -7.0581,  0.150000, 227857.29
  2.2270, 16.125552,  5.215181,   7.3289,  -7.0672,  0.150000, 227857.29
  2.2280, 16.132880,  5.208109,   7.3282,  -7.0763,  0.150000, 227857.29
  2.2290, 16.140208,  5.201028,   7.3274,  -7.0854,  0.150000, 227857.29
  2.2300, 16.147535,  5.193939,   7.3266,  -7.0944,  0.150000, 227857.29
  2.2310, 16.154861,  5.186840,   7.3259,  -7.1035,  0.150000, 227857.29
  2.2320, 16.162187,  5.179732,   7.3251,  -7.1126,  0.150000, 227857.29
  2.2330, 16.169512,  5.172614,   7.3244,  -7.1216,  0.150000, 227857.29
  2.2340, 16.176835,  5.165488,   7.3236,  -7.1307,  0.150000, 227857.29
  2.2350, 16.184159,  5.158353,   7.3228,  -7.1398,  0.150000, 227857.29
  2.2360, 16.191481,  5.151209,   7.3221,  -7.1488,  0.150000, 227857.29
  2.2370, 16.198803,  5.144055,   7.3213,  -7.1579,  0.150000, 227857.29
  2.2380, 16.206124,  5.136893,   7.3205,  -7.1669,  0.150000, 227857.29
  2.2390, 16.213444,  5.129722,   7.3198,  -7.1760,  0.150000, 227857.29
  2.2400, 16.220763,  5.122541,   7.3190,  -7.1851,  0.150000, 227857.29
  2.2410, 16.228082,  5.115351,   7.3182,  -7.1941,  0.150000, 227857.29
  2.2420, 16.235400,  5.108153,   7.3175,  -7.2032,  0.150000, 227857.29
  2.2430, 16.242717,  5.100945,   7.3167,  -7.2122,  0.150000, 227857.29
  2.2440, 16.250033,  5.093728,   7.3159,  -7.2213,  0.150000, 227857.29
  2.2450, 16.257349,  5.086503,   7.3152,  -7.2303,  0.150000, 227857.29
  2.2460, 16.264663,  5.079268,   7.3144,  -7.2394,  0.150000, 227857.29
  2.2470, 16.271977,  5.072024,   7.3136,  -7.2484,  0.150000, 227857.29
  2.2480, 16.279291,  5.064771,   7.3129,  -7.2574,  0.150000, 227857.29
  2.2490, 16.286603,  5.057509,   7.3121,  -7.2665,  0.150000, 227857.29
  2.2500, 16.293915,  5.050238,   7.3113,  -7.2755,  0.150000, 227857.29
  2.2510, 16.301226,  5.042958,   7.3105,  -7.2846,  0.150000, 227857.29
  2.2520, 16.308536,  5.035669,   7.3098,  -7.2936,  0.150000, 227857.29
  2.2530, 16.315845,  5.028371,   7.3090,  -7.3026,  0.150000, 227857.29
  2.2540, 16.323154,  5.021064,   7.3082,  -7.3117,  0.150000, 227857.29
  2.2550, 16.330462,  5.013747,   7.3075,  -7.3207,  0.150000, 227857.29
  2.2560, 16.337769,  5.006422,   7.3067,  -7.3298,  0.150000, 227857.29
  2.2570, 16.345075,  4.999088,   7.3059,  -7.3388,  0.150000, 227857.29
  2.2580, 16.352381,  4.991744,   7.3051,  -7.3478,  0.150000, 227857.29
  2.2590, 16.359686,  4.984392,   7.3044,  -7.3568,  0.150000, 227857.29
  2.2600, 16.366989,  4.977031,   7.3036,  -7.3659,  0.150000, 227857.29
  2.2610, 16.374293,  4.969660,   7.3028,  -7.3749,  0.150000, 227857.29
  2.2620, 16.381595,  4.962281,   7.3021,  -7.3839,  0.150000, 227857.29
  2.2630, 16.388897,  4.954893,   7.3013,  -7.3930,  0.150000, 227857.29
  2.2640, 16.396198,  4.947495,   7.3005,  -7.4020,  0.150000, 227857.29
  2.2650, 16.403498,  4.940089,   7.2997,  -7.4110,  0.150000, 227857.29
  2.2660, 16.410797,  4.932673,   7.2990,  -7.4200,  0.150000, 227857.29
  2.2670, 16.418096,  4.925249,   7.2982,  -7.4290,  0.150000, 227857.29
  2.2680, 16.425394,  4.917815,   7.2974,  -7.4380,  0.150000, 227857.29
  2.2690, 16.432691,  4.910372,   7.2966,  -7.4471,  0.150000, 227857.29
  2.2700, 16.439987,  4.902921,   7.2959,  -7.4561,  0.150000, 227857.29
  2.2710, 16.447282,  4.895460,   7.2951,  -7.4651,  0.150000, 227857.29
  2.2720, 16.454577,  4.887991,   7.2943,  -7.4741,  0.150000, 227857.29
  2.2730, 16.461871,  4.880512,   7.2935,  -7.4831,  0.150000, 227857.29
  2.2740, 16.469164,  4.873025,   7.2927,  -7.4921,  0.150000, 227857.29
  2.2750, 16.476456,  4.865528,   7.2920,  -7.5011,  0.150000, 227857.29
  2.2760, 16.483748,  4.858022,   7.2912,  -7.5101,  0.150000, 227857.29
  2.2770, 16.491039,  4.850508,   7.2904,  -7.5191,  0.150000, 227857.29
  2.2780, 16.498329,  4.842984,   7.2896,  -7.5281,  0.150000, 227857.29
  2.2790, 16.505618,  4.835451,   7.2888,  -7.5371,  0.150000, 227857.29
  2.2800, 16.512906,  4.827910,   7.2881,  -7.5461,  0.150000, 227857.29
  2.2810, 16.520194,  4.820359,   7.2873,  -7.5551,  0.150000, 227857.29
  2.2820, 16.527481,  4.812799,   7.2865,  -7.5641,  0.150000, 227857.29
  2.2830, 16.534767,  4.805231,   7.2857,  -7.5731,  0.150000, 227857.29
  2.2840, 16.542052,  4.797653,   7.2849,  -7.5821,  0.150000, 227857.29
  2.2850, 16.549337,  4.790067,   7.2842,  -7.5911,  0.150000, 227857.29
  2.2860, 16.556621,  4.782471,   7.2834,  -7.6001,  0.150000, 227857.29
  2.2870, 16.563904,  4.774866,   7.2826,  -7.6091,  0.150000, 227857.29
  2.2880, 16.571186,  4.767253,   7.2818,  -7.6181,  0.150000, 227857.29
  2.2890, 16.578467,  4.759630,   7.2810,  -7.6271,  0.150000, 227857.29
  2.2900, 16.585748,  4.751999,   7.2802,  -7.6361,  0.150000, 227857.29
  2.2910, 16.593028,  4.744358,   7.2795,  -7.6450,  0.150000, 227857.29
  2.2920, 16.600307,  4.736708,   7.2787,  -7.6540,  0.150000, 227857.29
  2.2930, 16.607585,  4.729050,   7.2779,  -7.6630,  0.150000, 227857.29
  2.2940, 16.614863,  4.721382,   7.2771,  -7.6720,  0.150000, 227857.29
  2.2950, 16.622139,  4.713706,   7.2763,  -7.6810,  0.150000, 227857.29
  2.2960, 16.629415,  4.706020,   7.2755,  -7.6899,  0.150000, 227857.29
  2.2970, 16.636691,  4.698326,   7.2748,  -7.6989,  0.150000, 227857.29
  2.2980, 16.643965,  4.690623,   7.2740,  -7.7079,  0.150000, 227857.29
  2.2990, 16.651239,  4.682910,   7.2732,  -7.7169,  0.150000, 227857.29
  2.3000, 16.658511,  4.675189,   7.2724,  -7.7258,  0.150000, 227857.29
  2.3010, 16.665783,  4.667459,   7.2716,  -7.7348,  0.150000, 227857.29
  2.3020, 16.673054,  4.659719,   7.2708,  -7.7438,  0.150000, 227857.29
  2.3030, 16.680325,  4.651971,   7.2700,  -7.7527,  0.150000, 227857.29
  2.3040, 16.687595,  4.644214,   7.2692,  -7.7617,  0.150000, 227857.29
  2.3050, 16.694863,  4.636448,   7.2684,  -7.7707,  0.150000, 227857.29
  2.3060, 16.702131,  4.628672,   7.2677,  -7.7796,  0.150000, 227857.29
  2.3070, 16.709399,  4.620888,   7.2669,  -7.7886,  0.150000, 227857.29
  2.3080, 16.716665,  4.613095,   7.2661,  -7.7976,  0.150000, 227857.29
  2.3090, 16.723931,  4.605293,   7.2653,  -7.8065,  0.150000, 227857.29
  2.3100, 16.731196,  4.597482,   7.2645,  -7.8155,  0.150000, 227857.29
  2.3110, 16.738460,  4.589662,   7.2637,  -7.8244,  0.150000, 227857.29
  2.3120, 16.745723,  4.581833,   7.2629,  -7.8334,  0.150000, 227857.29
  2.3130, 16.752986,  4.573995,   7.2621,  -7.8423,  0.150000, 227857.29
  2.3140, 16.760247,  4.566149,   7.2613,  -7.8513,  0.150000, 227857.29
  2.3150, 16.767508,  4.558293,   7.2605,  -7.8602,  0.150000, 227857.29
  2.3160, 16.774768,  4.550428,   7.2597,  -7.8692,  0.150000, 227857.29
  2.3170, 16.782028,  4.542555,   7.2590,  -7.8781,  0.150000, 227857.29
  2.3180, 16.789286,  4.534672,   7.2582,  -7.8871,  0.150000, 227857.29
  2.3190, 16.796544,  4.526780,   7.2574,  -7.8960,  0.150000, 227857.29
  2.3200, 16.803801,  4.518880,   7.2566,  -7.9050,  0.150000, 227857.29
  2.3210, 16.811057,  4.510970,   7.2558,  -7.9139,  0.150000, 227857.29
  2.3220, 16.818313,  4.503052,   7.2550,  -7.9228,  0.150000, 227857.29
  2.3230, 16.825567,  4.495125,   7.2542,  -7.9318,  0.150000, 227857.29
  2.3240, 16.832821,  4.487189,   7.2534,  -7.9407,  0.150000, 227857.29
  2.3250, 16.840074,  4.479243,   7.2526,  -7.9497,  0.150000, 227857.29
  2.3260, 16.847326,  4.471289,   7.2518,  -7.9586,  0.150000, 227857.29
  2.3270, 16.854578,  4.463326,   7.2510,  -7.9675,  0.150000, 227857.29
  2.3280, 16.861828,  4.455354,   7.2502,  -7.9764,  0.150000, 227857.29
  2.3290, 16.869078,  4.447373,   7.2494,  -7.9854,  0.150000, 227857.29
  2.3300, 16.876327,  4.439383,   7.2486,  -7.9943,  0.150000, 227857.29
  2.3310, 16.883575,  4.431385,   7.2478,  -8.0032,  0.150000, 227857.29
  2.3320, 16.890823,  4.423377,   7.2470,  -8.0122,  0.150000, 227857.29
  2.3330, 16.898069,  4.415360,   7.2462,  -8.0211,  0.150000, 227857.29
  2.3340, 16.905315,  4.407335,   7.2454,  -8.0300,  0.150000, 227857.29
  2.3350, 16.912560,  4.399300,   7.2446,  -8.0389,  0.150000, 227857.29
  2.3360, 16.919804,  4.391257,   7.2438,  -8.0478,  0.150000, 227857.29
  2.3370, 16.927048,  4.383205,   7.2430,  -8.0568,  0.150000, 227857.29
  2.3380, 16.934290,  4.375144,   7.2422,  -8.0657,  0.150000, 227857.29
  2.3390, 16.941532,  4.367073,   7.2414,  -8.0746,  0.150000, 227857.29
  2.3400, 16.948773,  4.358994,   7.2406,  -8.0835,  0.150000, 227857.29
  2.3410, 16.956013,  4.350906,   7.2398,  -8.0924,  0.150000, 227857.29
  2.3420, 16.963253,  4.342810,   7.2390,  -8.1013,  0.150000, 227857.29
  2.3430, 16.970491,  4.334704,   7.2382,  -8.1102,  0.150000, 227857.29
  2.3440, 16.977729,  4.326589,   7.2374,  -8.1191,  0.150000, 227857.29
  2.3450, 16.984966,  4.318466,   7.2366,  -8.1280,  0.150000, 227857.29
  2.3460, 16.992202,  4.310333,   7.2358,  -8.1369,  0.150000, 227857.29
  2.3470, 16.999438,  4.302192,   7.2350,  -8.1458,  0.150000, 227857.29
  2.3480, 17.006672,  4.294041,   7.2342,  -8.1547,  0.150000, 227857.29
  2.3490, 17.013906,  4.285882,   7.2334,  -8.1636,  0.150000, 227857.29
  2.3500, 17.021139,  4.277714,   7.2326,  -8.1725,  0.150000, 227857.29
  2.3510, 17.028371,  4.269537,   7.2318,  -8.1814,  0.150000, 227857.29
  2.3520, 17.035602,  4.261351,   7.2310,  -8.1903,  0.150000, 227857.29
  2.3530, 17.042833,  4.253156,   7.2301,  -8.1992,  0.150000, 227857.29
  2.3540, 17.050063,  4.244953,   7.2293,  -8.2081,  0.150000, 227857.29
  2.3550, 17.057292,  4.236740,   7.2285,  -8.2170,  0.150000, 227857.29
  2.3560, 17.064520,  4.228519,   7.2277,  -8.2259,  0.150000, 227857.29
  2.3570, 17.071747,  4.220288,   7.2269,  -8.2348,  0.150000, 227857.29
  2.3580, 17.078974,  4.212049,   7.2261,  -8.2437,  0.150000, 227857.29
  2.3590, 17.086199,  4.203801,   7.2253,  -8.2526,  0.150000, 227857.29
  2.3600, 17.093424,  4.195544,   7.2245,  -8.2614,  0.150000, 227857.29
  2.3610, 17.100648,  4.187278,   7.2237,  -8.2703,  0.150000, 227857.29
  2.3620, 17.107872,  4.179003,   7.2229,  -8.2792,  0.150000, 227857.29
  2.3630, 17.115094,  4.170720,   7.2221,  -8.2881,  0.150000, 227857.29
  2.3640, 17.122316,  4.162427,   7.2213,  -8.2969,  0.150000, 227857.29
  2.3650, 17.129537,  4.154126,   7.2204,  -8.3058,  0.150000, 227857.29
  2.3660, 17.136757,  4.145816,   7.2196,  -8.3147,  0.150000, 227857.29
  2.3670, 17.143976,  4.137496,   7.2188,  -8.3236,  0.150000, 227857.29
  2.3680, 17.151194,  4.129168,   7.2180,  -8.3324,  0.150000, 227857.29
  2.3690, 17.158412,  4.120832,   7.2172,  -8.3413,  0.150000, 227857.29
  2.3700, 17.165629,  4.112486,   7.2164,  -8.3502,  0.150000, 227857.29
  2.3710, 17.172845,  4.104131,   7.2156,  -8.3590,  0.150000, 227857.29
  2.3720, 17.180060,  4.095768,   7.2148,  -8.3679,  0.150000, 227857.29
  2.3730, 17.187274,  4.087395,   7.2139,  -8.3768,  0.150000, 227857.29
  2.3740, 17.194488,  4.079014,   7.2131,  -8.3856,  0.150000, 227857.29
  2.3750, 17.201700,  4.070624,   7.2123,  -8.3945,  0.150000, 227857.29
  2.3760, 17.208912,  4.062225,   7.2115,  -8.4033,  0.150000, 227857.29
  2.3770, 17.216123,  4.053817,   7.2107,  -8.4122,  0.150000, 227857.29
  2.3780, 17.223334,  4.045401,   7.2099,  -8.4211,  0.150000, 227857.29
  2.3790, 17.230543,  4.036975,   7.2090,  -8.4299,  0.150000, 227857.29
  2.3800, 17.237752,  4.028541,   7.2082,  -8.4388,  0.150000, 227857.29
  2.3810, 17.244959,  4.020098,   7.2074,  -8.4476,  0.150000, 227857.29
  2.3820, 17.252166,  4.011646,   7.2066,  -8.4565,  0.150000, 227857.29
  2.3830, 17.259373,  4.003185,   7.2058,  -8.4653,  0.150000, 227857.29
  2.3840, 17.266578,  3.994715,   7.2050,  -8.4742,  0.150000, 227857.29
  2.3850, 17.273783,  3.986237,   7.2041,  -8.4830,  0.150000, 227857.29
  2.3860, 17.280986,  3.977749,   7.2033,  -8.4918,  0.150000, 227857.29
  2.3870, 17.288189,  3.969253,   7.2025,  -8.5007,  0.150000, 227857.29
  2.3880, 17.295391,  3.960748,   7.2017,  -8.5095,  0.150000, 227857.29
  2.3890, 17.302593,  3.952234,   7.2009,  -8.5184,  0.150000, 227857.29
  2.3900, 17.309793,  3.943711,   7.2001,  -8.5272,  0.150000, 227857.29
  2.3910, 17.316993,  3.935179,   7.1992,  -8.5360,  0.150000, 227857.29
  2.3920, 17.324192,  3.926639,   7.1984,  -8.5449,  0.150000, 227857.29
  2.3930, 17.331390,  3.918090,   7.1976,  -8.5537,  0.150000, 227857.29
  2.3940, 17.338587,  3.909532,   7.1968,  -8.5625,  0.150000, 227857.29
  2.3950, 17.345783,  3.900965,   7.1959,  -8.5714,  0.150000, 227857.29
  2.3960, 17.352979,  3.892389,   7.1951,  -8.5802,  0.150000, 227857.29
  2.3970, 17.360173,  3.883804,   7.1943,  -8.5890,  0.150000, 227857.29
  2.3980, 17.367367,  3.875211,   7.1935,  -8.5978,  0.150000, 227857.29
  2.3990, 17.374560,  3.866609,   7.1927,  -8.6067,  0.150000, 227857.29
  2.4000, 17.381753,  3.857997,   7.1918,  -8.6155,  0.150000, 227857.29
  2.4010, 17.388944,  3.849378,   7.1910,  -8.6243,  0.150000, 227857.29
  2.4020, 17.396135,  3.840749,   7.1902,  -8.6331,  0.150000, 227857.29
  2.4030, 17.403324,  3.832111,   7.1894,  -8.6419,  0.150000, 227857.29
  2.4040, 17.410513,  3.823465,   7.1885,  -8.6508,  0.150000, 227857.29
  2.4050, 17.417701,  3.814810,   7.1877,  -8.6596,  0.150000, 227857.29
  2.4060, 17.424889,  3.806146,   7.1869,  -8.6684,  0.150000, 227857.29
  2.4070, 17.432075,  3.797473,   7.1861,  -8.6772,  0.150000, 227857.29
  2.4080, 17.439261,  3.788791,   7.1852,  -8.6860,  0.150000, 227857.29
  2.4090, 17.446446,  3.780101,   7.1844,  -8.6948,  0.150000, 227857.29
  2.4100, 17.453630,  3.771402,   7.1836,  -8.7036,  0.150000, 227857.29
  2.4110, 17.460813,  3.762694,   7.1827,  -8.7124,  0.150000, 227857.29
  2.4120, 17.467995,  3.753977,   7.1819,  -8.7212,  0.150000, 227857.29
  2.4130, 17.475177,  3.745251,   7.1811,  -8.7300,  0.150000, 227857.29
  2.4140, 17.482357,  3.736517,   7.1803,  -8.7388,  0.150000, 227857.29
  2.4150, 17.489537,  3.727774,   7.1794,  -8.7476,  0.150000, 227857.29
  2.4160, 17.496716,  3.719022,   7.1786,  -8.7564,  0.150000, 227857.29
  2.4170, 17.503894,  3.710261,   7.1778,  -8.7652,  0.150000, 227857.29
  2.4180, 17.511072,  3.701491,   7.1769,  -8.7740,  0.150000, 227857.29
  2.4190, 17.518248,  3.692713,   7.1761,  -8.7828,  0.150000, 227857.29
  2.4200, 17.525424,  3.683926,   7.1753,  -8.7916,  0.150000, 227857.29
  2.4210, 17.532599,  3.675130,   7.1745,  -8.8004,  0.150000, 227857.29
  2.4220, 17.539773,  3.666325,   7.1736,  -8.8092,  0.150000, 227857.29
  2.4230, 17.546946,  3.657512,   7.1728,  -8.8179,  0.150000, 227857.29
  2.4240, 17.554118,  3.648689,   7.1720,  -8.8267,  0.150000, 227857.29
  2.4250, 17.561290,  3.639858,   7.1711,  -8.8355,  0.150000, 227857.29
  2.4260, 17.568461,  3.631018,   7.1703,  -8.8443,  0.150000, 227857.29
  2.4270, 17.575631,  3.622169,   7.1695,  -8.8531,  0.150000, 227857.29
  2.4280, 17.582800,  3.613312,   7.1686,  -8.8618,  0.150000, 227857.29
  2.4290, 17.589968,  3.604446,   7.1678,  -8.8706,  0.150000, 227857.29
  2.4300, 17.597135,  3.595571,   7.1670,  -8.8794,  0.150000, 227857.29
  2.4310, 17.604302,  3.586687,   7.1661,  -8.8882,  0.150000, 227857.29
  2.4320, 17.611467,  3.577794,   7.1653,  -8.8969,  0.150000, 227857.29
  2.4330, 17.618632,  3.568893,   7.1644,  -8.9057,  0.150000, 227857.29
  2.4340, 17.625796,  3.559983,   7.1636,  -8.9145,  0.150000, 227857.29
  2.4350, 17.632959,  3.551064,   7.1628,  -8.9232,  0.150000, 227857.29
  2.4360, 17.640122,  3.542137,   7.1619,  -8.9320,  0.150000, 227857.29
  2.4370, 17.647283,  3.533200,   7.1611,  -8.9408,  0.150000, 227857.29
  2.4380, 17.654444,  3.524255,   7.1603,  -8.9495,  0.150000, 227857.29
  2.4390, 17.661604,  3.515301,   7.1594,  -8.9583,  0.150000, 227857.29
  2.4400, 17.668763,  3.506339,   7.1586,  -8.9670,  0.150000, 227857.29
  2.4410, 17.675921,  3.497367,   7.1578,  -8.9758,  0.150000, 227857.29
  2.4420, 17.683078,  3.488387,   7.1569,  -8.9846,  0.150000, 227857.29
  2.4430, 17.690235,  3.479398,   7.1561,  -8.9933,  0.150000, 227857.29
  2.4440, 17.697391,  3.470400,   7.1552,  -9.0021,  0.150000, 227857.29
  2.4450, 17.704545,  3.461394,   7.1544,  -9.0108,  0.150000, 227857.29
  2.4460, 17.711699,  3.452379,   7.1536,  -9.0196,  0.150000, 227857.29
  2.4470, 17.718852,  3.443355,   7.1527,  -9.0283,  0.150000, 227857.29
  2.4480, 17.726005,  3.434322,   7.1519,  -9.0370,  0.150000, 227857.29
  2.4490, 17.733156,  3.425281,   7.1510,  -9.0458,  0.150000, 227857.29
  2.4500, 17.740307,  3.416231,   7.1502,  -9.0545,  0.150000, 227857.29
  2.4510, 17.747457,  3.407172,   7.1493,  -9.0633,  0.150000, 227857.29
